,Price,Unit,Luggage,Stops,Airline,Depart,Arrive,Start,Destination,FlightDate,CheckDate
0,30,pounds,False,Nonstop,Wizz Air. Operated by Wizz Air,6:30AM,8:15AM,Bucharest,London,2023/10/16,2023-07-01
1,42,pounds,False,Nonstop,Ryanair,11:40AM,1:00PM,Bucharest,London,2023/10/16,2023-07-01
2,47,pounds,False,Nonstop,Wizz Air,6:05PM,8:00PM,Bucharest,London,2023/10/16,2023-07-01
3,42,pounds,False,Nonstop,Ryanair. Operated by Malta Air,6:15AM,7:35AM,Bucharest,London,2023/10/16,2023-07-01
4,42,pounds,False,Nonstop,Ryanair,3:30PM,4:50PM,Bucharest,London,2023/10/16,2023-07-01
5,42,pounds,False,Nonstop,Ryanair. Operated by Malta Air,6:20PM,7:40PM,Bucharest,London,2023/10/16,2023-07-01
6,44,pounds,False,Nonstop,Wizz Air. Operated by Wizz Air,5:20PM,6:55PM,Bucharest,London,2023/10/16,2023-07-01
7,44,pounds,False,Nonstop,Wizz Air. Operated by Wizz Air,9:15PM,10:50PM,Bucharest,London,2023/10/16,2023-07-01
8,61,pounds,False,Nonstop,Wizz Air. Operated by Wizz Air,2:25PM,4:00PM,Bucharest,London,2023/10/16,2023-07-01
9,83,pounds,True,Nonstop,British Airways,4:00PM,5:30PM,Bucharest,London,2023/10/16,2023-07-01
10,98,pounds,True,Nonstop,TAROM,12:20PM,2:05PM,Bucharest,London,2023/10/16,2023-07-01
11,104,pounds,True,1,LOT,2:35PM,10:00PM,Bucharest,London,2023/10/16,2023-07-01
12,104,pounds,True,1,LOT,2:35PM,9:25AM,Bucharest,London,2023/10/16,2023-07-01
13,104,pounds,True,1,LOT,6:10PM,10:00PM,Bucharest,London,2023/10/16,2023-07-01
14,104,pounds,True,1,LOT,6:10PM,9:25AM,Bucharest,London,2023/10/16,2023-07-01
15,111,pounds,True,1,Aegean,10:35AM,9:10PM,Bucharest,London,2023/10/16,2023-07-01
16,123,pounds,True,1,SWISS. Operated by Helvetic,4:10PM,7:25PM,Bucharest,London,2023/10/16,2023-07-01
17,123,pounds,True,1,SWISS. Operated by Helvetic,4:10PM,9:45PM,Bucharest,London,2023/10/16,2023-07-01
18,128,pounds,True,1,Lufthansa,1:40PM,6:40PM,Bucharest,London,2023/10/16,2023-07-01
19,128,pounds,True,1,Lufthansa. Operated by Lufthansa CityLine,1:40PM,6:45PM,Bucharest,London,2023/10/16,2023-07-01
20,128,pounds,True,1,Lufthansa,1:40PM,8:40PM,Bucharest,London,2023/10/16,2023-07-01
21,131,pounds,False,1,Norwegian,11:55AM,8:10PM,Bucharest,London,2023/10/16,2023-07-01
22,134,pounds,False,1,Eurowings. Operated by Air Baltic,2:25PM,6:50PM,Bucharest,London,2023/10/16,2023-07-01
23,135,pounds,True,1,LOT,5:25AM,9:25AM,Bucharest,London,2023/10/16,2023-07-01
24,135,pounds,True,1,LOT,5:25AM,5:20PM,Bucharest,London,2023/10/16,2023-07-01
25,18,pounds,False,Nonstop,Wizz Air. Operated by Wizz Air,9:00AM,2:20PM,London,Bucharest,2023/10/16,2023-07-01
26,18,pounds,False,Nonstop,Wizz Air. Operated by Wizz Air,4:40PM,10:00PM,London,Bucharest,2023/10/16,2023-07-01
27,21,pounds,False,Nonstop,Wizz Air. Operated by Wizz Air,7:35PM,12:55AM,London,Bucharest,2023/10/16,2023-07-01
28,32,pounds,False,Nonstop,Ryanair,6:10AM,11:15AM,London,Bucharest,2023/10/16,2023-07-01
29,25,pounds,False,Nonstop,Wizz Air. Operated by Wizz Air,11:30PM,4:50AM,London,Bucharest,2023/10/16,2023-07-01
30,36,pounds,False,Nonstop,Wizz Air,9:00PM,2:10AM,London,Bucharest,2023/10/16,2023-07-01
31,42,pounds,False,Nonstop,Ryanair. Operated by Malta Air,8:00AM,1:05PM,London,Bucharest,2023/10/16,2023-07-01
32,42,pounds,False,Nonstop,Ryanair. Operated by Malta Air,8:05PM,1:10AM,London,Bucharest,2023/10/16,2023-07-01
33,47,pounds,False,Nonstop,Ryanair,10:00AM,3:05PM,London,Bucharest,2023/10/16,2023-07-01
34,104,pounds,True,Nonstop,TAROM,2:50PM,8:10PM,London,Bucharest,2023/10/16,2023-07-01
35,109,pounds,True,1,Aegean,10:15PM,9:45AM,London,Bucharest,2023/10/16,2023-07-01
36,121,pounds,True,Nonstop,British Airways,8:55AM,2:20PM,London,Bucharest,2023/10/16,2023-07-01
37,123,pounds,False,1,easyJet and Aegean,5:40AM,8:10PM,London,Bucharest,2023/10/16,2023-07-01
38,130,pounds,True,1,KLM,8:40AM,1:25AM,London,Bucharest,2023/10/16,2023-07-01
39,130,pounds,True,1,KLM,9:55AM,1:25AM,London,Bucharest,2023/10/16,2023-07-01
40,130,pounds,True,1,KLM,11:45AM,1:25AM,London,Bucharest,2023/10/16,2023-07-01
41,130,pounds,True,1,KLM,2:45PM,1:25AM,London,Bucharest,2023/10/16,2023-07-01
42,130,pounds,True,1,KLM,5:10PM,1:25AM,London,Bucharest,2023/10/16,2023-07-01
43,136,pounds,True,1,Aegean,10:15PM,8:10PM,London,Bucharest,2023/10/16,2023-07-01
44,144,pounds,True,1,Lufthansa,6:55AM,6:35PM,London,Bucharest,2023/10/16,2023-07-01
45,144,pounds,True,1,Lufthansa,7:25AM,12:55AM,London,Bucharest,2023/10/16,2023-07-01
46,144,pounds,True,1,Lufthansa,9:00AM,6:35PM,London,Bucharest,2023/10/16,2023-07-01
47,144,pounds,True,1,Lufthansa,9:00AM,12:55AM,London,Bucharest,2023/10/16,2023-07-01
48,150,pounds,True,1,KLM. Operated by KLM Cityhopper,7:45AM,1:25AM,London,Bucharest,2023/10/16,2023-07-01
49,150,pounds,True,1,KLM. Operated by KLM Cityhopper,8:40AM,1:25AM,London,Bucharest,2023/10/16,2023-07-01
50,81,pounds,False,Nonstop,Ryanair,10:40AM,12:15PM,Budapest,London,2023/08/15,2023-07-01
51,87,pounds,False,Nonstop,Wizz Air,12:35PM,2:15PM,Budapest,London,2023/08/15,2023-07-01
52,88,pounds,False,Nonstop,Wizz Air,5:40PM,7:20PM,Budapest,London,2023/08/15,2023-07-01
53,93,pounds,False,Nonstop,Ryanair. Operated by Ryanair Sun,11:45AM,1:20PM,Budapest,London,2023/08/15,2023-07-01
54,83,pounds,False,Nonstop,Ryanair. Operated by Ryanair Sun,6:30AM,8:05AM,Budapest,London,2023/08/15,2023-07-01
55,88,pounds,False,Nonstop,Wizz Air,6:00AM,7:40AM,Budapest,London,2023/08/15,2023-07-01
56,89,pounds,False,1,Wizz Air and easyJet,6:00AM,11:25AM,Budapest,London,2023/08/15,2023-07-01
57,95,pounds,False,1,Wizz Air and easyJet,6:00AM,1:10PM,Budapest,London,2023/08/15,2023-07-01
58,110,pounds,False,Nonstop,Ryanair,8:15PM,9:50PM,Budapest,London,2023/08/15,2023-07-01
59,116,pounds,False,1,Wizz Air and easyJet,2:40PM,7:15PM,Budapest,London,2023/08/15,2023-07-01
60,122,pounds,False,1,Wizz Air and easyJet,2:40PM,6:55PM,Budapest,London,2023/08/15,2023-07-01
61,130,pounds,False,Nonstop,easyJet,8:20PM,10:05PM,Budapest,London,2023/08/15,2023-07-01
62,130,pounds,False,2,Wizz Air and easyJet,5:55PM,12:55AM,Budapest,London,2023/08/15,2023-07-01
63,131,pounds,True,1,Finnair,12:00PM,5:05PM,Budapest,London,2023/08/15,2023-07-01
64,131,pounds,True,1,Finnair,12:00PM,8:40PM,Budapest,London,2023/08/15,2023-07-01
65,131,pounds,True,1,Finnair,12:00PM,9:10AM,Budapest,London,2023/08/15,2023-07-01
66,131,pounds,True,1,Finnair,7:00PM,5:05PM,Budapest,London,2023/08/15,2023-07-01
67,137,pounds,False,1,Wizz Air and easyJet,5:55PM,11:25PM,Budapest,London,2023/08/15,2023-07-01
68,139,pounds,True,1,Finnair,7:00PM,9:10AM,Budapest,London,2023/08/15,2023-07-01
69,139,pounds,True,1,Finnair,7:00PM,8:40PM,Budapest,London,2023/08/15,2023-07-01
70,140,pounds,False,1,Wizz Air and easyJet,6:20AM,1:15PM,Budapest,London,2023/08/15,2023-07-01
71,146,pounds,False,1,Norwegian,2:55PM,7:55PM,Budapest,London,2023/08/15,2023-07-01
72,151,pounds,True,1,LOT,8:25PM,9:25AM,Budapest,London,2023/08/15,2023-07-01
73,154,pounds,True,1,Finnair,7:00PM,3:10PM,Budapest,London,2023/08/15,2023-07-01
74,159,pounds,False,2,Wizz Air and easyJet,7:30PM,11:25AM,Budapest,London,2023/08/15,2023-07-01
75,37,pounds,False,Nonstop,Ryanair,4:25PM,7:50PM,London,Budapest,2023/08/15,2023-07-01
76,40,pounds,False,Nonstop,Wizz Air,8:00PM,11:30PM,London,Budapest,2023/08/15,2023-07-01
77,75,pounds,False,Nonstop,easyJet,3:50PM,7:30PM,London,Budapest,2023/08/15,2023-07-01
78,43,pounds,False,Nonstop,Ryanair,6:50AM,10:15AM,London,Budapest,2023/08/15,2023-07-01
79,51,pounds,False,Nonstop,Ryanair. Operated by Ryanair Sun,8:35AM,12:00PM,London,Budapest,2023/08/15,2023-07-01
80,54,pounds,False,Nonstop,Wizz Air,8:20AM,11:50AM,London,Budapest,2023/08/15,2023-07-01
81,58,pounds,False,Nonstop,Wizz Air,2:55PM,6:25PM,London,Budapest,2023/08/15,2023-07-01
82,64,pounds,False,Nonstop,Ryanair. Operated by Ryanair Sun,1:45PM,5:10PM,London,Budapest,2023/08/15,2023-07-01
83,130,pounds,True,1,LOT,6:30AM,9:05AM,London,Budapest,2023/08/15,2023-07-01
84,137,pounds,False,1,easyJet and Norwegian,7:40AM,2:15PM,London,Budapest,2023/08/15,2023-07-01
85,138,pounds,False,1,Norwegian,9:20AM,8:45PM,London,Budapest,2023/08/15,2023-07-01
86,149,pounds,False,1,Norwegian,8:45AM,2:15PM,London,Budapest,2023/08/15,2023-07-01
87,151,pounds,True,Nonstop,British Airways,7:10AM,10:55AM,London,Budapest,2023/08/15,2023-07-01
88,165,pounds,True,1,KLM. Operated by KLM Cityhopper,7:45AM,4:20PM,London,Budapest,2023/08/15,2023-07-01
89,165,pounds,True,1,KLM. Operated by KLM Cityhopper,7:45AM,10:55PM,London,Budapest,2023/08/15,2023-07-01
90,165,pounds,True,1,KLM. Operated by KLM Cityhopper,10:00AM,4:20PM,London,Budapest,2023/08/15,2023-07-01
91,165,pounds,True,1,KLM. Operated by KLM Cityhopper,10:00AM,10:55PM,London,Budapest,2023/08/15,2023-07-01
92,167,pounds,False,1,easyJet,6:10PM,7:50PM,London,Budapest,2023/08/15,2023-07-01
93,170,pounds,True,1,SWISS. Operated by Air Baltic,5:40PM,8:50AM,London,Budapest,2023/08/15,2023-07-01
94,171,pounds,True,1,Brussels Airlines,5:50PM,11:00PM,London,Budapest,2023/08/15,2023-07-01
95,172,pounds,False,2,easyJet and Wizz Air,12:15PM,1:25AM,London,Budapest,2023/08/15,2023-07-01
96,174,pounds,True,1,Finnair,7:30AM,6:10PM,London,Budapest,2023/08/15,2023-07-01
97,174,pounds,True,1,Finnair,10:20AM,6:10PM,London,Budapest,2023/08/15,2023-07-01
98,177,pounds,True,1,KLM,6:30AM,4:20PM,London,Budapest,2023/08/15,2023-07-01
99,177,pounds,True,1,KLM,8:40AM,4:20PM,London,Budapest,2023/08/15,2023-07-01
100,19,pounds,False,Nonstop,Ryanair,11:40PM,12:25AM,Nuremberg,London,2023/10/25,2023-07-01
101,60,pounds,True,Nonstop,British Airways,12:20PM,1:05PM,Nuremberg,London,2023/10/25,2023-07-01
102,89,pounds,True,1,Lufthansa,2:40PM,5:00PM,Nuremberg,London,2023/10/25,2023-07-01
103,81,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,5:15AM,9:45AM,Nuremberg,London,2023/10/25,2023-07-01
104,81,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,5:15AM,12:50PM,Nuremberg,London,2023/10/25,2023-07-01
105,81,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,5:15AM,5:05PM,Nuremberg,London,2023/10/25,2023-07-01
106,81,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,5:15AM,6:30PM,Nuremberg,London,2023/10/25,2023-07-01
107,81,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,5:15AM,10:40PM,Nuremberg,London,2023/10/25,2023-07-01
108,81,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,11:45AM,5:05PM,Nuremberg,London,2023/10/25,2023-07-01
109,81,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,11:45AM,6:30PM,Nuremberg,London,2023/10/25,2023-07-01
110,81,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,11:45AM,10:40PM,Nuremberg,London,2023/10/25,2023-07-01
111,83,pounds,True,1,SWISS. Operated by Air Baltic,10:55AM,4:20PM,Nuremberg,London,2023/10/25,2023-07-01
112,83,pounds,True,1,SWISS. Operated by Air Baltic,10:55AM,5:55PM,Nuremberg,London,2023/10/25,2023-07-01
113,89,pounds,True,1,Lufthansa,6:00AM,10:20AM,Nuremberg,London,2023/10/25,2023-07-01
114,89,pounds,True,1,Lufthansa,6:00AM,3:40PM,Nuremberg,London,2023/10/25,2023-07-01
115,89,pounds,True,1,Lufthansa. Operated by Lufthansa CityLine,6:00AM,4:25PM,Nuremberg,London,2023/10/25,2023-07-01
116,89,pounds,True,1,Lufthansa,6:00AM,4:40PM,Nuremberg,London,2023/10/25,2023-07-01
117,89,pounds,True,1,Lufthansa,6:00AM,5:00PM,Nuremberg,London,2023/10/25,2023-07-01
118,89,pounds,True,1,Lufthansa,6:00AM,5:40PM,Nuremberg,London,2023/10/25,2023-07-01
119,89,pounds,True,1,Lufthansa,6:00AM,6:40PM,Nuremberg,London,2023/10/25,2023-07-01
120,89,pounds,True,1,Lufthansa. Operated by Lufthansa CityLine,6:00AM,6:45PM,Nuremberg,London,2023/10/25,2023-07-01
121,89,pounds,True,1,Lufthansa,2:40PM,5:40PM,Nuremberg,London,2023/10/25,2023-07-01
122,89,pounds,True,1,Lufthansa,2:40PM,6:40PM,Nuremberg,London,2023/10/25,2023-07-01
123,89,pounds,True,1,Lufthansa. Operated by Lufthansa CityLine,2:40PM,6:45PM,Nuremberg,London,2023/10/25,2023-07-01
124,89,pounds,True,1,Lufthansa,2:40PM,8:40PM,Nuremberg,London,2023/10/25,2023-07-01
125,32,pounds,False,Nonstop,Ryanair,8:40PM,11:15PM,London,Nuremberg,2023/10/25,2023-07-01
126,55,pounds,True,Nonstop,British Airways,8:25AM,11:10AM,London,Nuremberg,2023/10/25,2023-07-01
127,106,pounds,True,1,SWISS. Operated by Air Baltic,6:00AM,10:15AM,London,Nuremberg,2023/10/25,2023-07-01
128,133,pounds,True,1,Lufthansa. Operated by Lufthansa CityLine,1:30PM,5:50PM,London,Nuremberg,2023/10/25,2023-07-01
129,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,6:55AM,1:45PM,London,Nuremberg,2023/10/25,2023-07-01
130,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,6:55AM,5:15PM,London,Nuremberg,2023/10/25,2023-07-01
131,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,6:55AM,11:45PM,London,Nuremberg,2023/10/25,2023-07-01
132,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,7:25AM,1:45PM,London,Nuremberg,2023/10/25,2023-07-01
133,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,7:25AM,5:15PM,London,Nuremberg,2023/10/25,2023-07-01
134,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,7:25AM,11:45PM,London,Nuremberg,2023/10/25,2023-07-01
135,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,9:00AM,5:15PM,London,Nuremberg,2023/10/25,2023-07-01
136,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,9:00AM,11:45PM,London,Nuremberg,2023/10/25,2023-07-01
137,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,10:50AM,5:15PM,London,Nuremberg,2023/10/25,2023-07-01
138,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,10:50AM,11:45PM,London,Nuremberg,2023/10/25,2023-07-01
139,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,1:50PM,11:45PM,London,Nuremberg,2023/10/25,2023-07-01
140,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,4:25PM,11:45PM,London,Nuremberg,2023/10/25,2023-07-01
141,104,pounds,True,1,Lufthansa. Operated by Dlh Bus Services,5:50PM,11:45PM,London,Nuremberg,2023/10/25,2023-07-01
142,114,pounds,True,1,Lufthansa,11:15AM,10:55PM,London,Nuremberg,2023/10/25,2023-07-01
143,114,pounds,True,2,Lufthansa. Operated by Dlh Bus Services,11:15AM,11:45PM,London,Nuremberg,2023/10/25,2023-07-01
144,114,pounds,True,1,Lufthansa,5:45PM,10:55PM,London,Nuremberg,2023/10/25,2023-07-01
145,119,pounds,True,1,Lufthansa,6:30AM,2:05PM,London,Nuremberg,2023/10/25,2023-07-01
146,119,pounds,True,1,Lufthansa,7:30AM,2:05PM,London,Nuremberg,2023/10/25,2023-07-01
147,119,pounds,True,2,Lufthansa. Operated by Dlh Bus Services,7:30AM,9:30PM,London,Nuremberg,2023/10/25,2023-07-01
148,119,pounds,True,2,Lufthansa. Operated by Dlh Bus Services,7:30AM,9:30PM,London,Nuremberg,2023/10/25,2023-07-01
149,119,pounds,True,2,Lufthansa. Operated by Dlh Bus Services,7:30AM,9:30PM,London,Nuremberg,2023/10/25,2023-07-01
150,35,pounds,False,Nonstop,Wizz Air,11:30AM,12:30PM,Riga,London,2023/07/05,2023-07-01
151,46,pounds,False,Nonstop,Ryanair. Operated by Ryanair Sun,7:10PM,7:55PM,Riga,London,2023/07/05,2023-07-01
152,55,pounds,True,Nonstop,Air Baltic,7:20AM,8:10AM,Riga,London,2023/07/05,2023-07-01
153,55,pounds,True,Nonstop,Air Baltic,3:45PM,4:35PM,Riga,London,2023/07/05,2023-07-01
154,101,pounds,False,Nonstop,Ryanair. Operated by Ryanair Sun,2:30PM,3:15PM,Riga,London,2023/07/05,2023-07-01
155,189,pounds,True,1,Air Baltic and Scandinavian Airlines. Operated by Sas Connect,7:25PM,9:35AM,Riga,London,2023/07/05,2023-07-01
156,192,pounds,False,1,Norwegian,10:20PM,8:40AM,Riga,London,2023/07/05,2023-07-01
157,370,pounds,True,1,Air Baltic and KLM. Operated by KLM Cityhopper,5:00PM,7:40PM,Riga,London,2023/07/05,2023-07-01
158,66,pounds,True,Nonstop,Air Baltic,9:00AM,1:40PM,London,Riga,2023/07/05,2023-07-01
159,66,pounds,True,Nonstop,Air Baltic,5:20PM,10:00PM,London,Riga,2023/07/05,2023-07-01
160,130,pounds,False,Nonstop,Wizz Air,6:10AM,10:55AM,London,Riga,2023/07/05,2023-07-01
161,162,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,7:30AM,9:15AM,London,Riga,2023/07/05,2023-07-01
162,162,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,10:20AM,9:15AM,London,Riga,2023/07/05,2023-07-01
163,162,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,10:20AM,1:55PM,London,Riga,2023/07/05,2023-07-01
164,162,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,6:10PM,9:15AM,London,Riga,2023/07/05,2023-07-01
165,162,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,6:10PM,1:55PM,London,Riga,2023/07/05,2023-07-01
166,162,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,6:10PM,5:20PM,London,Riga,2023/07/05,2023-07-01
167,168,pounds,True,1,Aegean,10:15PM,2:45AM,London,Riga,2023/07/05,2023-07-01
168,174,pounds,False,Nonstop,Ryanair. Operated by Ryanair Sun,3:40PM,8:10PM,London,Riga,2023/07/05,2023-07-01
169,182,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,4:10PM,9:15AM,London,Riga,2023/07/05,2023-07-01
170,182,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,4:10PM,1:55PM,London,Riga,2023/07/05,2023-07-01
171,185,pounds,True,1,Lufthansa,11:15AM,11:15PM,London,Riga,2023/07/05,2023-07-01
172,190,pounds,True,1,Lufthansa,10:30AM,11:15PM,London,Riga,2023/07/05,2023-07-01
173,190,pounds,True,1,Lufthansa,1:30PM,11:15PM,London,Riga,2023/07/05,2023-07-01
174,190,pounds,True,1,Lufthansa,3:30PM,11:15PM,London,Riga,2023/07/05,2023-07-01
175,190,pounds,True,1,Lufthansa,4:30PM,11:15PM,London,Riga,2023/07/05,2023-07-01
176,201,pounds,False,Nonstop,Ryanair. Operated by Ryanair Sun,8:20PM,12:50AM,London,Riga,2023/07/05,2023-07-01
177,203,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,7:30AM,5:20PM,London,Riga,2023/07/05,2023-07-01
178,203,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,10:20AM,5:20PM,London,Riga,2023/07/05,2023-07-01
179,203,pounds,True,1,Finnair. Operated by Nordic Reg for Finnair,4:10PM,5:20PM,London,Riga,2023/07/05,2023-07-01
180,209,pounds,True,1,Lufthansa. Operated by Lufthansa CityLine,5:00PM,11:15PM,London,Riga,2023/07/05,2023-07-01
181,209,pounds,False,1,Vueling and Air Baltic,9:30AM,6:20PM,London,Riga,2023/07/05,2023-07-01
182,226,pounds,True,2,Lufthansa,9:00AM,11:15PM,London,Riga,2023/07/05,2023-07-01
183,18,pounds,False,Nonstop,Ryanair,4:15PM,5:30PM,Dublin,London,2023/09/28,2023-07-01
184,26,pounds,True,Nonstop,Aer Lingus,3:00PM,4:35PM,Dublin,London,2023/09/28,2023-07-01
185,28,pounds,True,Nonstop,British Airways,7:40AM,9:15AM,Dublin,London,2023/09/28,2023-07-01
186,14,pounds,False,Nonstop,Ryanair,9:55PM,11:10PM,Dublin,London,2023/09/28,2023-07-01
187,15,pounds,False,Nonstop,Ryanair. Operated by Lauda Europe,10:30PM,11:50PM,Dublin,London,2023/09/28,2023-07-01
188,16,pounds,False,Nonstop,Ryanair,8:05PM,9:25PM,Dublin,London,2023/09/28,2023-07-01
189,17,pounds,False,Nonstop,Ryanair,7:20AM,8:35AM,Dublin,London,2023/09/28,2023-07-01
190,17,pounds,False,Nonstop,Ryanair. Operated by Lauda Europe,6:25PM,7:45PM,Dublin,London,2023/09/28,2023-07-01
191,17,pounds,False,Nonstop,Ryanair,8:00PM,9:15PM,Dublin,London,2023/09/28,2023-07-01
192,17,pounds,False,Nonstop,Ryanair. Operated by Lauda Europe,9:55PM,11:15PM,Dublin,London,2023/09/28,2023-07-01
193,18,pounds,False,Nonstop,Ryanair,8:25AM,9:45AM,Dublin,London,2023/09/28,2023-07-01
194,18,pounds,False,Nonstop,Ryanair,3:30PM,5:05PM,Dublin,London,2023/09/28,2023-07-01
195,18,pounds,False,Nonstop,Ryanair,2:10PM,3:30PM,Dublin,London,2023/09/28,2023-07-01
196,19,pounds,False,Nonstop,Ryanair,6:45AM,8:20AM,Dublin,London,2023/09/28,2023-07-01
197,19,pounds,False,Nonstop,Ryanair,5:00PM,6:35PM,Dublin,London,2023/09/28,2023-07-01
198,19,pounds,False,Nonstop,Ryanair,6:25AM,7:45AM,Dublin,London,2023/09/28,2023-07-01
199,19,pounds,False,Nonstop,Ryanair,7:20PM,8:55PM,Dublin,London,2023/09/28,2023-07-01
200,20,pounds,False,Nonstop,Ryanair,9:05AM,10:40AM,Dublin,London,2023/09/28,2023-07-01
201,20,pounds,False,Nonstop,Ryanair,11:05AM,12:40PM,Dublin,London,2023/09/28,2023-07-01
202,20,pounds,False,Nonstop,Ryanair,12:50PM,2:25PM,Dublin,London,2023/09/28,2023-07-01
203,22,pounds,False,Nonstop,Ryanair,10:40AM,12:00PM,Dublin,London,2023/09/28,2023-07-01
204,23,pounds,False,Nonstop,Ryanair,6:05PM,7:40PM,Dublin,London,2023/09/28,2023-07-01
205,26,pounds,True,Nonstop,Aer Lingus,7:00AM,8:40AM,Dublin,London,2023/09/28,2023-07-01
206,26,pounds,True,Nonstop,Aer Lingus,8:50AM,10:15AM,Dublin,London,2023/09/28,2023-07-01
207,26,pounds,True,Nonstop,Aer Lingus,7:25PM,8:55PM,Dublin,London,2023/09/28,2023-07-01
208,17,pounds,False,Nonstop,Ryanair,5:55PM,7:10PM,London,Dublin,2023/09/28,2023-07-01
209,18,pounds,False,Nonstop,Ryanair,2:35PM,3:50PM,London,Dublin,2023/09/28,2023-07-01
210,33,pounds,True,Nonstop,Aer Lingus,10:55AM,12:20PM,London,Dublin,2023/09/28,2023-07-01
