,Price,Unit,Luggage,Stops,Airline,Depart,Arrive,Start,Destination,FlightDate,CheckDate
0,125,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,12:20PM,5:30PM,Rabat,London,2023/11/10,2023-06-29
1,146,pounds,True,Nonstop,Royal Air Maroc,12:10PM,2:25PM,Rabat,London,2023/11/10,2023-06-29
2,146,pounds,True,Nonstop,Royal Air Maroc,1:30PM,3:50PM,Rabat,London,2023/11/10,2023-06-29
3,176,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,1:35PM,6:15PM,Rabat,London,2023/11/10,2023-06-29
4,264,pounds,True,1,Air France,2:10PM,6:20PM,Rabat,London,2023/11/10,2023-06-29
5,98,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,12:20PM,9:35PM,Rabat,London,2023/11/10,2023-06-29
6,98,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,12:20PM,10:40PM,Rabat,London,2023/11/10,2023-06-29
7,103,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,12:20PM,11:25AM,Rabat,London,2023/11/10,2023-06-29
8,103,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,12:20PM,12:40PM,Rabat,London,2023/11/10,2023-06-29
9,103,pounds,True,1,"Tap Air Portugal. Operated by Portugalia Airlines, Portugalia Airlines",12:20PM,3:45PM,Rabat,London,2023/11/10,2023-06-29
10,108,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,7:00PM,9:15AM,Rabat,London,2023/11/10,2023-06-29
11,111,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,12:20PM,6:55PM,Rabat,London,2023/11/10,2023-06-29
12,114,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,7:00PM,5:15PM,Rabat,London,2023/11/10,2023-06-29
13,127,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,7:00PM,8:25AM,Rabat,London,2023/11/10,2023-06-29
14,134,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,1:35PM,9:15AM,Rabat,London,2023/11/10,2023-06-29
15,134,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,7:00PM,6:15PM,Rabat,London,2023/11/10,2023-06-29
16,155,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,1:35PM,8:25AM,Rabat,London,2023/11/10,2023-06-29
17,155,pounds,True,1,"Iberia. Operated by Air Nostrum for Iberia, Iberia Express",7:00PM,10:15AM,Rabat,London,2023/11/10,2023-06-29
18,155,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,7:00PM,2:55PM,Rabat,London,2023/11/10,2023-06-29
19,155,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,7:00PM,4:35PM,Rabat,London,2023/11/10,2023-06-29
20,155,pounds,True,1,"Iberia. Operated by Air Nostrum for Iberia, Iberia Express",7:00PM,7:00PM,Rabat,London,2023/11/10,2023-06-29
21,166,pounds,True,1,Air France,4:35PM,8:00AM,Rabat,London,2023/11/10,2023-06-29
22,182,pounds,True,1,"Iberia. Operated by Air Nostrum for Iberia, Iberia Express",1:35PM,10:15AM,Rabat,London,2023/11/10,2023-06-29
23,182,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,1:35PM,2:55PM,Rabat,London,2023/11/10,2023-06-29
24,182,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,7:00PM,6:50PM,Rabat,London,2023/11/10,2023-06-29
25,87,pounds,False,1,easyJet and Transavia,7:30AM,8:30PM,London,Rabat,2023/11/10,2023-06-29
26,142,pounds,True,1,"Iberia. Operated by Iberia Express, Air Nostrum for Iberia",11:00AM,6:20PM,London,Rabat,2023/11/10,2023-06-29
27,174,pounds,True,Nonstop,Royal Air Maroc,3:25PM,7:40PM,London,Rabat,2023/11/10,2023-06-29
28,187,pounds,True,1,Air France,5:35PM,11:55PM,London,Rabat,2023/11/10,2023-06-29
29,83,pounds,False,1,easyJet and Transavia,6:15AM,8:30PM,London,Rabat,2023/11/10,2023-06-29
30,106,pounds,False,1,easyJet and Transavia,8:10PM,12:55PM,London,Rabat,2023/11/10,2023-06-29
31,119,pounds,False,1,easyJet and Transavia,8:00PM,12:55PM,London,Rabat,2023/11/10,2023-06-29
32,134,pounds,True,1,British Airways and Iberia. Operated by Air Nostrum for Iberia,6:05AM,6:20PM,London,Rabat,2023/11/10,2023-06-29
33,134,pounds,True,1,British Airways and Iberia. Operated by Air Nostrum for Iberia,7:30AM,6:20PM,London,Rabat,2023/11/10,2023-06-29
34,134,pounds,True,1,British Airways and Iberia. Operated by Air Nostrum for Iberia,8:20AM,6:20PM,London,Rabat,2023/11/10,2023-06-29
35,134,pounds,True,1,Air France,6:20AM,6:20PM,London,Rabat,2023/11/10,2023-06-29
36,136,pounds,True,1,Air France,7:45PM,1:10PM,London,Rabat,2023/11/10,2023-06-29
37,138,pounds,True,1,Air France,5:35PM,10:20AM,London,Rabat,2023/11/10,2023-06-29
38,138,pounds,True,1,Air France,7:45PM,10:20AM,London,Rabat,2023/11/10,2023-06-29
39,142,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,6:30PM,3:55PM,London,Rabat,2023/11/10,2023-06-29
40,142,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,7:55PM,3:55PM,London,Rabat,2023/11/10,2023-06-29
41,142,pounds,True,1,"Tap Air Portugal. Operated by Portugalia Airlines, Portugalia Airlines",10:40AM,3:55PM,London,Rabat,2023/11/10,2023-06-29
42,142,pounds,True,1,"Tap Air Portugal. Operated by Portugalia Airlines, Portugalia Airlines",4:35PM,3:55PM,London,Rabat,2023/11/10,2023-06-29
43,146,pounds,True,1,Air France,2:50PM,10:20AM,London,Rabat,2023/11/10,2023-06-29
44,147,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,9:15AM,6:20PM,London,Rabat,2023/11/10,2023-06-29
45,147,pounds,True,1,Iberia. Operated by Air Nostrum for Iberia,10:45AM,6:20PM,London,Rabat,2023/11/10,2023-06-29
46,147,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,1:40PM,3:55PM,London,Rabat,2023/11/10,2023-06-29
47,149,pounds,True,1,British Airways and Iberia. Operated by Air Nostrum for Iberia,6:05AM,1:05PM,London,Rabat,2023/11/10,2023-06-29
48,154,pounds,True,1,"Tap Air Portugal. Operated by Portugalia Airlines, Portugalia Airlines",4:35PM,11:30AM,London,Rabat,2023/11/10,2023-06-29
49,159,pounds,True,1,Tap Air Portugal. Operated by Portugalia Airlines,12:25PM,11:30AM,London,Rabat,2023/11/10,2023-06-29
50,49,pounds,False,Nonstop,easyJet,9:55PM,10:55PM,Munich,London,2023/10/05,2023-06-29
51,58,pounds,True,Nonstop,Lufthansa,5:30PM,6:30PM,Munich,London,2023/10/05,2023-06-29
52,87,pounds,True,Nonstop,British Airways,4:50PM,5:50PM,Munich,London,2023/10/05,2023-06-29
53,58,pounds,True,Nonstop,Lufthansa,9:40PM,10:40PM,Munich,London,2023/10/05,2023-06-29
54,66,pounds,True,Nonstop,Lufthansa,2:45PM,3:45PM,Munich,London,2023/10/05,2023-06-29
55,66,pounds,True,Nonstop,Lufthansa,7:45PM,8:45PM,Munich,London,2023/10/05,2023-06-29
56,67,pounds,True,Nonstop,Lufthansa,4:05PM,5:05PM,Munich,London,2023/10/05,2023-06-29
57,72,pounds,True,Nonstop,Lufthansa,7:15AM,8:15AM,Munich,London,2023/10/05,2023-06-29
58,72,pounds,True,Nonstop,Lufthansa,8:45AM,9:45AM,Munich,London,2023/10/05,2023-06-29
59,74,pounds,False,Nonstop,easyJet,9:45AM,10:45AM,Munich,London,2023/10/05,2023-06-29
60,75,pounds,True,1,Lufthansa and SWISS. Operated by Lufthansa CityLine,11:45AM,7:25PM,Munich,London,2023/10/05,2023-06-29
61,81,pounds,True,1,Lufthansa and Brussels Airlines,6:50AM,5:05PM,Munich,London,2023/10/05,2023-06-29
62,81,pounds,True,1,Brussels Airlines,8:55AM,5:05PM,Munich,London,2023/10/05,2023-06-29
63,81,pounds,True,1,Brussels Airlines,8:55AM,9:35PM,Munich,London,2023/10/05,2023-06-29
