,Price,Unit,Luggage,Stops,Airline,Depart,Arrive,Start,Destination,FlightDate,CheckDate
0,128,pounds,True,2,"Turkish Airlines. Operated by Anadolujet Trademark of Turkish Airlines, Anadolujet Trademark of Turkish Airlines, Anadolujet Trademark of Turkish Airlines",5:45AM,11:40AM,Gazipasa,London,2024/02/13,2024-01-15
1,171,pounds,True,1,Turkish Airlines,8:30AM,12:55PM,Gazipasa,London,2024/02/13,2024-01-15
2,171,pounds,True,1,Turkish Airlines,8:30AM,2:40PM,Gazipasa,London,2024/02/13,2024-01-15
3,171,pounds,True,1,Turkish Airlines,10:55PM,9:30AM,Gazipasa,London,2024/02/13,2024-01-15
4,price,unavailable,True,2,Turkish Airlines and Air Serbia,10:55PM,12:20PM,Gazipasa,London,2024/02/13,2024-01-15
5,144,pounds,True,1,Turkish Airlines,10:20AM,10:10PM,London,Gazipasa,2024/02/13,2024-01-15
6,144,pounds,True,1,Turkish Airlines,4:50PM,7:45AM,London,Gazipasa,2024/02/13,2024-01-15
7,150,pounds,True,1,Turkish Airlines,8:00PM,7:45AM,London,Gazipasa,2024/02/13,2024-01-15
8,185,pounds,True,1,Turkish Airlines,11:30AM,10:10PM,London,Gazipasa,2024/02/13,2024-01-15
9,185,pounds,True,1,Turkish Airlines,10:20PM,7:45AM,London,Gazipasa,2024/02/13,2024-01-15
10,144,pounds,True,1,Turkish Airlines,10:20AM,7:45AM,London,Gazipasa,2024/02/13,2024-01-15
11,144,pounds,True,1,Turkish Airlines,10:20AM,3:45PM,London,Gazipasa,2024/02/13,2024-01-15
12,144,pounds,True,1,Turkish Airlines,1:45PM,7:45AM,London,Gazipasa,2024/02/13,2024-01-15
13,144,pounds,True,1,Turkish Airlines,1:45PM,3:45PM,London,Gazipasa,2024/02/13,2024-01-15
14,144,pounds,True,1,Turkish Airlines,4:50PM,3:45PM,London,Gazipasa,2024/02/13,2024-01-15
15,144,pounds,True,1,Turkish Airlines,4:50PM,10:10PM,London,Gazipasa,2024/02/13,2024-01-15
16,150,pounds,True,1,Turkish Airlines,5:45PM,7:45AM,London,Gazipasa,2024/02/13,2024-01-15
17,150,pounds,True,1,Turkish Airlines,5:45PM,3:45PM,London,Gazipasa,2024/02/13,2024-01-15
18,150,pounds,True,1,Turkish Airlines,5:45PM,10:10PM,London,Gazipasa,2024/02/13,2024-01-15
19,150,pounds,True,1,Turkish Airlines,8:00PM,3:45PM,London,Gazipasa,2024/02/13,2024-01-15
20,150,pounds,True,1,Turkish Airlines,8:00PM,10:10PM,London,Gazipasa,2024/02/13,2024-01-15
21,162,pounds,True,2,"Turkish Airlines. Operated by 6Y for Anadolujet Trademark of TK, Anadolujet Trademark of Turkish Airlines, Anadolujet Trademark of Turkish Airlines",4:25PM,1:05AM,London,Gazipasa,2024/02/13,2024-01-15
22,162,pounds,True,2,"Turkish Airlines. Operated by 6Y for Anadolujet Trademark of TK, Anadolujet Trademark of Turkish Airlines, Anadolujet Trademark of Turkish Airlines",4:25PM,1:05AM,London,Gazipasa,2024/02/13,2024-01-15
23,162,pounds,True,2,"Turkish Airlines. Operated by 6Y for Anadolujet Trademark of TK, Anadolujet Trademark of Turkish Airlines, Anadolujet Trademark of Turkish Airlines",4:25PM,1:05AM,London,Gazipasa,2024/02/13,2024-01-15
24,162,pounds,True,2,"Turkish Airlines. Operated by 6Y for Anadolujet Trademark of TK, Anadolujet Trademark of Turkish Airlines, Anadolujet Trademark of Turkish Airlines",4:25PM,1:05AM,London,Gazipasa,2024/02/13,2024-01-15
25,162,pounds,True,2,"Turkish Airlines. Operated by 6Y for Anadolujet Trademark of TK, Anadolujet Trademark of Turkish Airlines, Anadolujet Trademark of Turkish Airlines",4:25PM,1:05AM,London,Gazipasa,2024/02/13,2024-01-15
26,162,pounds,True,2,"Turkish Airlines. Operated by 6Y for Anadolujet Trademark of TK, Anadolujet Trademark of Turkish Airlines, Anadolujet Trademark of Turkish Airlines",4:25PM,1:05AM,London,Gazipasa,2024/02/13,2024-01-15
