,Price,Unit,Luggage,Stops,Airline,Depart,Arrive,Start,Destination,FlightDate,CheckDate
0,16,pounds,False,Nonstop,Ryanair,6:05AM,7:30AM,Perpignan,London,2023/10/20,2023-07-01
1,31,pounds,False,Nonstop,Ryanair,10:05AM,11:05AM,Perpignan,London,2023/10/20,2023-07-01
2,36,pounds,False,Nonstop,easyJet,7:10AM,8:35AM,Perpignan,London,2023/10/20,2023-07-01
3,43,pounds,False,Nonstop,Vueling,12:25PM,1:50PM,Perpignan,London,2023/10/20,2023-07-01
4,30,pounds,False,Nonstop,Ryanair,9:10AM,10:35AM,Perpignan,London,2023/10/20,2023-07-01
5,37,pounds,False,Nonstop,easyJet,9:45PM,11:05PM,Perpignan,London,2023/10/20,2023-07-01
6,39,pounds,False,Nonstop,Ryanair,6:55PM,8:20PM,Perpignan,London,2023/10/20,2023-07-01
7,40,pounds,False,Nonstop,easyJet,8:30PM,9:55PM,Perpignan,London,2023/10/20,2023-07-01
8,43,pounds,False,Nonstop,Vueling,2:25PM,3:50PM,Perpignan,London,2023/10/20,2023-07-01
9,44,pounds,False,Nonstop,easyJet,10:50AM,12:15PM,Perpignan,London,2023/10/20,2023-07-01
10,44,pounds,False,Nonstop,easyJet,3:20PM,4:45PM,Perpignan,London,2023/10/20,2023-07-01
11,44,pounds,False,Nonstop,easyJet,9:40PM,10:55PM,Perpignan,London,2023/10/20,2023-07-01
12,44,pounds,False,Nonstop,Ryanair,5:45PM,7:10PM,Perpignan,London,2023/10/20,2023-07-01
13,45,pounds,False,Nonstop,Ryanair,12:45PM,2:05PM,Perpignan,London,2023/10/20,2023-07-01
14,52,pounds,False,Nonstop,Vueling,11:10AM,12:35PM,Perpignan,London,2023/10/20,2023-07-01
15,52,pounds,False,Nonstop,easyJet,11:15AM,12:40PM,Perpignan,London,2023/10/20,2023-07-01
16,52,pounds,False,Nonstop,Vueling,7:40PM,9:05PM,Perpignan,London,2023/10/20,2023-07-01
17,60,pounds,False,1,Vueling and easyJet,7:00AM,11:40AM,Perpignan,London,2023/10/20,2023-07-01
18,61,pounds,False,Nonstop,Vueling,6:55PM,8:20PM,Perpignan,London,2023/10/20,2023-07-01
19,61,pounds,False,1,Vueling and easyJet,11:45AM,5:40PM,Perpignan,London,2023/10/20,2023-07-01
20,67,pounds,False,1,Vueling and easyJet,6:30AM,11:40AM,Perpignan,London,2023/10/20,2023-07-01
21,70,pounds,True,1,Vueling,7:30AM,4:00PM,Perpignan,London,2023/10/20,2023-07-01
22,72,pounds,False,1,Vueling and easyJet,7:00AM,12:00PM,Perpignan,London,2023/10/20,2023-07-01
23,75,pounds,False,1,Vueling and easyJet,7:10AM,11:00AM,Perpignan,London,2023/10/20,2023-07-01
24,75,pounds,True,1,"Tap Air Portugal. Operated by Portugalia Airlines, Portugalia Airlines",3:00PM,9:45AM,Perpignan,London,2023/10/20,2023-07-01
25,43,pounds,False,Nonstop,Ryanair,6:40AM,9:40AM,London,Perpignan,2023/10/20,2023-07-01
26,99,pounds,False,Nonstop,Vueling,4:30PM,7:40PM,London,Perpignan,2023/10/20,2023-07-01
27,100,pounds,False,Nonstop,easyJet,5:50PM,9:05PM,London,Perpignan,2023/10/20,2023-07-01
28,66,pounds,False,Nonstop,Ryanair,9:00AM,12:10PM,London,Perpignan,2023/10/20,2023-07-01
29,76,pounds,False,Nonstop,Ryanair,8:50PM,11:59PM,London,Perpignan,2023/10/20,2023-07-01
30,82,pounds,False,Nonstop,Ryanair,11:00AM,2:10PM,London,Perpignan,2023/10/20,2023-07-01
31,82,pounds,False,Nonstop,Ryanair,2:00PM,5:10PM,London,Perpignan,2023/10/20,2023-07-01
32,82,pounds,False,Nonstop,Ryanair,7:55AM,11:05AM,London,Perpignan,2023/10/20,2023-07-01
33,93,pounds,False,1,easyJet,6:30AM,4:15PM,London,Perpignan,2023/10/20,2023-07-01
34,98,pounds,False,1,easyJet,6:00PM,10:40PM,London,Perpignan,2023/10/20,2023-07-01
35,99,pounds,False,Nonstop,Vueling,9:05PM,12:15AM,London,Perpignan,2023/10/20,2023-07-01
36,99,pounds,False,Nonstop,Vueling,9:45PM,12:55AM,London,Perpignan,2023/10/20,2023-07-01
37,100,pounds,False,1,easyJet,9:35PM,10:40PM,London,Perpignan,2023/10/20,2023-07-01
38,102,pounds,False,1,easyJet and Vueling,6:45AM,12:35PM,London,Perpignan,2023/10/20,2023-07-01
39,102,pounds,False,Nonstop,easyJet,7:00AM,10:15AM,London,Perpignan,2023/10/20,2023-07-01
